03/16-09:33:21.940000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.108 -> 192.168.21.77
03/16-09:33:21.940000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.108 -> 192.168.21.77
03/16-09:33:21.940000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.108 -> 192.168.21.78
03/16-09:33:21.940000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.108 -> 192.168.21.78
03/16-09:33:21.940000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.108 -> 192.168.21.79
03/16-09:33:21.940000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.108 -> 192.168.21.79
03/16-09:33:21.940000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.108 -> 192.168.21.80
03/16-09:33:21.940000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.108 -> 192.168.21.80
03/16-09:33:21.940000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.108 -> 192.168.21.81
03/16-09:33:21.940000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.108 -> 192.168.21.81
03/16-09:33:21.940000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.108 -> 192.168.21.82
03/16-09:33:21.940000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.108 -> 192.168.21.82
03/16-09:33:21.940000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.108 -> 192.168.21.85
03/16-09:33:21.940000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.108 -> 192.168.21.85
03/16-09:33:21.940000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.108 -> 192.168.21.86
03/16-09:33:21.940000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.108 -> 192.168.21.86
03/16-09:33:21.940000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.108 -> 192.168.21.87
03/16-09:33:21.940000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.108 -> 192.168.21.87
03/16-09:33:21.950000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.108 -> 192.168.21.88
03/16-09:33:21.950000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.108 -> 192.168.21.88
03/16-09:33:21.950000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.108 -> 192.168.21.89
03/16-09:33:21.950000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.108 -> 192.168.21.89
03/16-09:33:21.950000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.108 -> 192.168.21.90
03/16-09:33:21.950000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.108 -> 192.168.21.90
03/16-09:33:21.950000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.108 -> 192.168.21.91
03/16-09:33:21.950000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.108 -> 192.168.21.91
03/16-09:33:21.980000  [**] [1:2013659:3] ET POLICY Self Signed SSL Certificate (SomeOrganizationalUnit) [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 192.168.22.253:443 -> 192.168.202.110:39546
03/16-09:33:22.040000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.108 -> 192.168.21.94
03/16-09:33:22.040000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.108 -> 192.168.21.94
03/16-09:33:22.040000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.108 -> 192.168.21.97
03/16-09:33:22.040000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.108 -> 192.168.21.97
03/16-09:33:22.040000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.108 -> 192.168.21.100
03/16-09:33:22.040000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.108 -> 192.168.21.100
03/16-09:33:22.040000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.108 -> 192.168.21.101
03/16-09:33:22.040000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.108 -> 192.168.21.101
03/16-09:33:22.040000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.108 -> 192.168.21.102
03/16-09:33:22.040000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.108 -> 192.168.21.102
03/16-09:33:22.040000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.108 -> 192.168.21.103
03/16-09:33:22.040000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.108 -> 192.168.21.103
03/16-09:33:22.040000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.108 -> 192.168.21.104
